Index	Name	AttribID	AttackSpeed	MaxLife	FightPower	Miss	HitRate	MinBaseAttack	MaxBaseAttack	WoodDamage	WaterDamage	FireDamage	EarthDamage	MetalResist	WoodResist	WaterResist	FireResist	EarthResist	DeadlyStrike	MetalDamage	SeriesDamageValue
Battle_Home_M	战场大营（己方特殊）	136	15	{10,3000*300},{20,5000*300},{30,10000*300},{40,16000*300},{50,30000*300},{100,150000*300},{110,200000*300},{120,74726119},{130,91597155},{140,105044397},{150,120265116},{160,137479534},{170,156934186},{180,178904972},{190,203700573},{200,231666245}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,60*8},{20,120*8},{30,300*8},{40,500*8}	{10,60*8},{20,120*8},{30,300*8},{40,500*8}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
Battle_Cannon	战车炮车	137	15	{10,3000*300},{20,5000*300},{30,10000*300},{40,16000*300},{50,30000*300},{100,150000*300},{110,200000*300},{120,74726119},{130,91597155},{140,105044397},{150,120265116},{160,137479534},{170,156934186},{180,178904972},{190,203700573},{200,231666245}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,60},{20,120},{30,300},{40,500}	{10,60},{20,120},{30,300},{40,500}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
Battle_leader	战场大将	138	15	{10,3000*20},{20,5000*20},{30,10000*20},{40,16000*20},{50,30000*20},{100,150000*20},{110,200000*20},{120,4981741},{130,6106477},{140,7002959},{150,8017674},{160,9165302},{170,10462279},{180,11926998},{190,13580038},{200,15444416}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,60*2},{20,120*2},{30,300*2},{40,500*2},{100,2000*2},{110,2500*2}	{10,60*2},{20,120*2},{30,300*2},{40,500*2},{100,2000*2},{110,2500*2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
Battle_Boss	战场元帅	139	15	{10,3000*100},{20,5000*100},{30,10000*100},{40,16000*100},{50,30000*100},{100,150000*100},{110,200000*100},{120,24908706},{130,30532385},{140,35014799},{150,40088372},{160,45826511},{170,52311395},{180,59634990},{190,67900191},{200,77222081}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,60*4},{20,120*4},{30,300*4},{40,500*4},{100,2000*4},{110,2500*4}	{10,60*4},{20,120*4},{30,300*4},{40,500*4},{100,2000*4},{110,2500*4}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
MobaBattle_Solider1	魔霸战场小兵低	140	15	{90,680000*0.7},{100,800000*0.7},{110,960000*0.7},{120,1120000*0.7},{130,1280000*0.7},{140,1440000*0.7},{150,1600000*0.7},{160,1465828},{170,1673257},{180,1907513},{190,2171887},{200,2470062}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{90,680000*0.7*0.06},{100,800000*0.7*0.06},{110,960000*0.7*0.06},{120,1120000*0.7*0.06},{130,1280000*0.7*0.06},{140,1440000*0.7*0.06},{150,1600000*0.7*0.06}	{90,680000*0.7*0.06},{100,800000*0.7*0.06},{110,960000*0.7*0.06},{120,1120000*0.7*0.06},{130,1280000*0.7*0.06},{140,1440000*0.7*0.06},{150,1600000*0.7*0.06}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
MobaBattle_Solider2	魔霸战场小兵中	141	15	{90,680000*1},{100,800000*1},{110,960000*1},{120,1120000*1},{130,1280000*1},{140,1440000*1},{150,1600000*1},{160,2094040},{170,2390367},{180,2725018},{190,3102696},{200,3528660}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{90,680000*1*0.06},{100,800000*1*0.06},{110,960000*1*0.06},{120,1120000*1*0.06},{130,1280000*1*0.06},{140,1440000*1*0.06},{150,1600000*1*0.06}	{90,680000*1*0.06},{100,800000*1*0.06},{110,960000*1*0.06},{120,1120000*1*0.06},{130,1280000*1*0.06},{140,1440000*1*0.06},{150,1600000*1*0.06}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
MobaBattle_Solider3	魔霸战场小兵高	142	15	{90,680000*1.2},{100,800000*1.2},{110,960000*1.2},{120,1120000*1.2},{130,1280000*1.2},{140,1440000*1.2},{150,1600000*1.2},{160,2512848},{170,2868440},{180,3270022},{190,3723236},{200,4234392}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{90,680000*1.2*0.06},{100,800000*1.2*0.06},{110,960000*1.2*0.06},{120,1120000*1.2*0.06},{130,1280000*1.2*0.06},{140,1440000*1.2*0.06},{150,1600000*1.2*0.06}	{90,680000*1.2*0.06},{100,800000*1.2*0.06},{110,960000*1.2*0.06},{120,1120000*1.2*0.06},{130,1280000*1.2*0.06},{140,1440000*1.2*0.06},{150,1600000*1.2*0.06}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
MobaBattle_Tower1	魔霸战场防守塔低	143	15	{90,680000*0.7*10},{100,800000*0.7*10},{110,960000*0.7*10},{120,1120000*0.7*10},{130,1280000*0.7*10},{140,1440000*0.7*10},{150,1600000*0.7*10},{160,14658285},{170,16732571},{180,19075131},{190,21718877},{200,24700621}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,45},{20,100},{30,200},{40,500},{50,700}	{10,45},{20,100},{30,200},{40,500},{50,700}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
MobaBattle_Tower2	魔霸战场防守塔中	144	15	{90,680000*1*10},{100,800000*1*10},{110,960000*1*10},{120,1120000*1*10},{130,1280000*1*10},{140,1440000*1*10},{150,1600000*1*10},{160,20940408},{170,23903673},{180,27250187},{190,31026968},{200,35286602}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,45},{20,100},{30,200},{40,500},{50,700}	{10,45},{20,100},{30,200},{40,500},{50,700}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
MobaBattle_Tower3	魔霸战场防守塔高	145	15	{90,680000*1.8*10},{100,800000*1.8*10},{110,960000*1.8*10},{120,1120000*1.8*10},{130,1280000*1.8*10},{140,1440000*1.8*10},{150,1600000*1.8*10},{160,37692734},{170,43026612},{180,49050337},{190,55848542},{200,63515884}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,45},{20,100},{30,200},{40,500},{50,700}	{10,45},{20,100},{30,200},{40,500},{50,700}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
MobaBattle_BOSS1	魔霸战场BOSS低	146	15	{90,680000*0.7*10},{100,800000*0.7*10},{110,960000*0.7*10},{120,1120000*0.7*10},{130,1280000*0.7*10},{140,1440000*0.7*10},{150,1600000*0.7*10},{160,14658285},{170,16732571},{180,19075131},{190,21718877},{200,24700621}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,45},{20,100},{30,200},{40,500},{50,700}	{10,45},{20,100},{30,200},{40,500},{50,700}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
MobaBattle_BOSS2	魔霸战场BOSS中	147	15	{90,680000*1*10},{100,800000*1*10},{110,960000*1*10},{120,1120000*1*10},{130,1280000*1*10},{140,1440000*1*10},{150,1600000*1*10},{160,20940408},{170,23903673},{180,27250187},{190,31026968},{200,35286602}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{10,45},{20,100},{30,200},{40,500},{50,700}	{10,45},{20,100},{30,200},{40,500},{50,700}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
