ShowType	Name	GroupName	Faction	Sex	ResId	EffectResId	IconId	BigIconId	Desc	Desc2
344	落花映雪·蝴蝶蓝	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	9028		15474	15474	峨眉	
345	落花映雪·绽放橙	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	9029		15475	15475	峨眉	
346	落花映雪·薄荷绿	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	9030		15476	15476	峨眉	
343	落花映雪·幽雅紫	f1	1|3|11|12|16|19	2	8027		15477	15477	桃花	
344	落花映雪·玄赤黑	f1	1|3|11|12|16|19	2	8028		15478	15478	桃花	
345	落花映雪·忘忧黄	f1	1|3|11|12|16|19	2	8029		15479	15479	桃花	
346	落花映雪·百合粉	f1	1|3|11|12|16|19	2	8030		15480	15480	桃花	
343	青竹觅影·薄荷绿	m1	4|5|6|9|13|15|17|18|19|20|21	1	6027		15481	15481	逍遥	
344	青竹觅影·蝴蝶蓝	m1	4|5|6|9|13|15|17|18|19|20|21	1	6028		15482	15482	逍遥	
345	青竹觅影·玫瑰粉	m1	4|5|6|9|13|15|17|18|19|20|21	1	6029		15483	15483	逍遥	
346	青竹觅影·浮影金	m1	4|5|6|9|13|15|17|18|19|20|21	1	6030		15484	15484	逍遥	
423	佳期·鸿影	m2	1|7|10|11|16	1	7031		15517	15517	天王	
423	佳期·花恋	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	9031		15518	15518	峨眉	
423	佳期·琼华	f1	1|3|11|12|16|19	2	8031		15519	15519	桃花	
423	佳期·墨语	m1	4|5|6|9|13|15|17|18|19|20|21	1	6031		15520	15520	逍遥	
461	浮光·梦羽·朱砂红	m2	1|7|10|11|16	1	7032		18027	18027	天王	
462	浮光·梦羽·香墨黑	m2	1|7|10|11|16	1	7033		18028	18028	天王	
463	浮光·梦羽·落雪白	m2	1|7|10|11|16	1	7034		18029	18029	天王	
464	浮光·梦羽·夜墨蓝	m2	1|7|10|11|16	1	7035		18030	18030	天王	
461	浮光·梦蝶·朱砂红	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	9032		18031	18031	峨眉	
462	浮光·梦蝶·忘忧黄	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	9033		18032	18032	峨眉	
463	浮光·梦蝶·蝴蝶蓝	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	9034		18033	18033	峨眉	
464	浮光·梦蝶·落雪白	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	9035		18034	18034	峨眉	
461	浮光·梦蝶·朱砂红	f1	1|3|11|12|16|19	2	8032		18035	18035	桃花	
462	浮光·梦蝶·忘忧黄	f1	1|3|11|12|16|19	2	8033		18036	18036	桃花	
463	浮光·梦蝶·蝴蝶蓝	f1	1|3|11|12|16|19	2	8034		18037	18037	桃花	
464	浮光·梦蝶·落雪白	f1	1|3|11|12|16|19	2	8035		18038	18038	桃花	
461	浮光·梦羽·朱砂红	m1	4|5|6|9|13|15|17|18|19|20|21	1	6032		18039	18039	逍遥	
462	浮光·梦羽·香墨黑	m1	4|5|6|9|13|15|17|18|19|20|21	1	6033		18040	18040	逍遥	
463	浮光·梦羽·落雪白	m1	4|5|6|9|13|15|17|18|19|20|21	1	6034		18041	18041	逍遥	
464	浮光·梦羽·夜墨蓝	m1	4|5|6|9|13|15|17|18|19|20|21	1	6035		18042	18042	逍遥	
541	韩服·幽暗红	tw_m	1	1	3025		18701	18701	外装8	
542	韩服·夜墨蓝	tw_m	1	1	3026		18702	18702	外装8	
543	韩服·浮影金	tw_m	1	1	3027		18703	18703	外装8	
544	韩服·水晶紫	tw_m	1	1	3028		18704	18704	外装8	
541	韩服·熏香紫	em_f	2	2	3125		18705	18705	外装8	
542	韩服·玫瑰粉	em_f	2	2	3126		18706	18706	外装8	
543	韩服·忘忧黄	em_f	2	2	3127		18707	18707	外装8	
544	韩服·翡翠绿	em_f	2	2	3128		18708	18708	外装8	
541	韩服·玫瑰粉	th_f	3	2	3225		18709	18709	外装8	
542	韩服·薄荷绿	th_f	3	2	3226		18710	18710	外装8	
543	韩服·忘忧黄	th_f	3	2	3227		18711	18711	外装8	
544	韩服·罗兰紫	th_f	3	2	3228		18712	18712	外装8	
541	韩服·蝴蝶蓝	xy_m	4	1	3325		18713	18713	外装8	
542	韩服·薄荷绿	xy_m	4	1	3326		18714	18714	外装8	
543	韩服·香墨黑	xy_m	4	1	3327		18715	18715	外装8	
544	韩服·幽暗红	xy_m	4	1	3328		18716	18716	外装8	
541	韩服·薄荷绿	wd_m	5	1	3425		18717	18717	外装8	
542	韩服·夜抹绿	wd_m	5	1	3426		18718	18718	外装8	
543	韩服·幽暗紫	wd_m	5	1	3427		18719	18719	外装8	
544	韩服·玉牙白	wd_m	5	1	3428		18720	18720	外装8	
541	韩服·香墨黑	tr_f	6	2	3525		18721	18721	外装8	
542	韩服·鬼魅红	tr_f	6	2	3526		18722	18722	外装8	
543	韩服·幽暗紫	tr_f	6	2	3527		18723	18723	外装8	
544	韩服·落叶黄	tr_f	6	2	3528		18724	18724	外装8	
541	韩服·玉牙白	sl_m	7	1	3625		18725	18725	外装8	
542	韩服·枯木褐	sl_m	7	1	3626		18726	18726	外装8	
543	韩服·香墨黑	sl_m	7	1	3627		18727	18727	外装8	
544	韩服·幽暗红	sl_m	7	1	3628		18728	18728	外装8	
541	韩服·玫瑰粉	cy_f	8	2	3725		18729	18729	外装8	
542	韩服·蝴蝶蓝	cy_f	8	2	3726		18730	18730	外装8	
543	韩服·绽放橙	cy_f	8	2	3727		18731	18731	外装8	
544	韩服·翡翠绿	cy_f	8	2	3728		18732	18732	外装8	
545	韩服·熏香紫	tw_m	1	1	3125		18705	18705	峨眉外装8	
546	韩服·玫瑰粉	tw_m	1	1	3126		18706	18706	峨眉外装8	
547	韩服·忘忧黄	tw_m	1	1	3127		18707	18707	峨眉外装8	
548	韩服·翡翠绿	tw_m	1	1	3128		18708	18708	峨眉外装8	
545	韩服·熏香紫	em_f	2	2	3125		18705	18705	峨眉外装8	
546	韩服·玫瑰粉	em_f	2	2	3126		18706	18706	峨眉外装8	
547	韩服·忘忧黄	em_f	2	2	3127		18707	18707	峨眉外装8	
548	韩服·翡翠绿	em_f	2	2	3128		18708	18708	峨眉外装8	
545	韩服·熏香紫	th_f	3	2	3125		18705	18705	峨眉外装8	
546	韩服·玫瑰粉	th_f	3	2	3126		18706	18706	峨眉外装8	
547	韩服·忘忧黄	th_f	3	2	3127		18707	18707	峨眉外装8	
548	韩服·翡翠绿	th_f	3	2	3128		18708	18708	峨眉外装8	
545	韩服·熏香紫	xy_m	4	1	3125		18705	18705	峨眉外装8	
546	韩服·玫瑰粉	xy_m	4	1	3126		18706	18706	峨眉外装8	
547	韩服·忘忧黄	xy_m	4	1	3127		18707	18707	峨眉外装8	
548	韩服·翡翠绿	xy_m	4	1	3128		18708	18708	峨眉外装8	
545	韩服·熏香紫	wd_m	5	1	3125		18705	18705	峨眉外装8	
546	韩服·玫瑰粉	wd_m	5	1	3126		18706	18706	峨眉外装8	
547	韩服·忘忧黄	wd_m	5	1	3127		18707	18707	峨眉外装8	
548	韩服·翡翠绿	wd_m	5	1	3128		18708	18708	峨眉外装8	
545	韩服·熏香紫	tr_f	6	2	3125		18705	18705	峨眉外装8	
546	韩服·玫瑰粉	tr_f	6	2	3126		18706	18706	峨眉外装8	
547	韩服·忘忧黄	tr_f	6	2	3127		18707	18707	峨眉外装8	
548	韩服·翡翠绿	tr_f	6	2	3128		18708	18708	峨眉外装8	
545	韩服·熏香紫	sl_m	7	1	3125		18705	18705	峨眉外装8	
546	韩服·玫瑰粉	sl_m	7	1	3126		18706	18706	峨眉外装8	
547	韩服·忘忧黄	sl_m	7	1	3127		18707	18707	峨眉外装8	
548	韩服·翡翠绿	sl_m	7	1	3128		18708	18708	峨眉外装8	
545	韩服·熏香紫	cy_f	8	2	3125		18705	18705	峨眉外装8	
546	韩服·玫瑰粉	cy_f	8	2	3126		18706	18706	峨眉外装8	
547	韩服·忘忧黄	cy_f	8	2	3127		18707	18707	峨眉外装8	
548	韩服·翡翠绿	cy_f	8	2	3128		18708	18708	峨眉外装8	
545	韩服·熏香紫	tm_m	9	1	3125		18705	18705	峨眉外装8	
546	韩服·玫瑰粉	tm_m	9	1	3126		18706	18706	峨眉外装8	
547	韩服·忘忧黄	tm_m	9	1	3127		18707	18707	峨眉外装8	
548	韩服·翡翠绿	tm_m	9	1	3128		18708	18708	峨眉外装8	
545	韩服·熏香紫	kl_f	10	2	3125		18705	18705	峨眉外装8	
546	韩服·玫瑰粉	kl_f	10	2	3126		18706	18706	峨眉外装8	
547	韩服·忘忧黄	kl_f	10	2	3127		18707	18707	峨眉外装8	
548	韩服·翡翠绿	kl_f	10	2	3128		18708	18708	峨眉外装8	
545	韩服·熏香紫	gb_m	11	1	3125		18705	18705	峨眉外装8	
546	韩服·玫瑰粉	gb_m	11	1	3126		18706	18706	峨眉外装8	
547	韩服·忘忧黄	gb_m	11	1	3127		18707	18707	峨眉外装8	
548	韩服·翡翠绿	gb_m	11	1	3128		18708	18708	峨眉外装8	
545	韩服·熏香紫	wdu_f	12	2	3125		18705	18705	峨眉外装8	
546	韩服·玫瑰粉	wdu_f	12	2	3126		18706	18706	峨眉外装8	
547	韩服·忘忧黄	wdu_f	12	2	3127		18707	18707	峨眉外装8	
548	韩服·翡翠绿	wdu_f	12	2	3128		18708	18708	峨眉外装8	
545	韩服·熏香紫	cj_m	13	1	3125		18705	18705	峨眉外装8	
546	韩服·玫瑰粉	cj_m	13	1	3126		18706	18706	峨眉外装8	
547	韩服·忘忧黄	cj_m	13	1	3127		18707	18707	峨眉外装8	
548	韩服·翡翠绿	cj_m	13	1	3128		18708	18708	峨眉外装8	
545	韩服·熏香紫	cg_f	14	2	3125		18705	18705	峨眉外装8	
546	韩服·玫瑰粉	cg_f	14	2	3126		18706	18706	峨眉外装8	
547	韩服·忘忧黄	cg_f	14	2	3127		18707	18707	峨眉外装8	
548	韩服·翡翠绿	cg_f	14	2	3128		18708	18708	峨眉外装8	
545	韩服·熏香紫	ts_m	15	1	3125		18705	18705	峨眉外装8	
546	韩服·玫瑰粉	ts_m	15	1	3126		18706	18706	峨眉外装8	
547	韩服·忘忧黄	ts_m	15	1	3127		18707	18707	峨眉外装8	
548	韩服·翡翠绿	ts_m	15	1	3128		18708	18708	峨眉外装8	
549	韩服·玫瑰粉	tw_m	1	1	3225		18709	18709	桃花外装8	
550	韩服·薄荷绿	tw_m	1	1	3226		18710	18710	桃花外装8	
551	韩服·忘忧黄	tw_m	1	1	3227		18711	18711	桃花外装8	
552	韩服·罗兰紫	tw_m	1	1	3228		18712	18712	桃花外装8	
549	韩服·玫瑰粉	em_f	2	2	3225		18709	18709	桃花外装8	
550	韩服·薄荷绿	em_f	2	2	3226		18710	18710	桃花外装8	
551	韩服·忘忧黄	em_f	2	2	3227		18711	18711	桃花外装8	
552	韩服·罗兰紫	em_f	2	2	3228		18712	18712	桃花外装8	
549	韩服·玫瑰粉	th_f	3	2	3225		18709	18709	桃花外装8	
550	韩服·薄荷绿	th_f	3	2	3226		18710	18710	桃花外装8	
551	韩服·忘忧黄	th_f	3	2	3227		18711	18711	桃花外装8	
552	韩服·罗兰紫	th_f	3	2	3228		18712	18712	桃花外装8	
549	韩服·玫瑰粉	xy_m	4	1	3225		18709	18709	桃花外装8	
550	韩服·薄荷绿	xy_m	4	1	3226		18710	18710	桃花外装8	
551	韩服·忘忧黄	xy_m	4	1	3227		18711	18711	桃花外装8	
552	韩服·罗兰紫	xy_m	4	1	3228		18712	18712	桃花外装8	
549	韩服·玫瑰粉	wd_m	5	1	3225		18709	18709	桃花外装8	
550	韩服·薄荷绿	wd_m	5	1	3226		18710	18710	桃花外装8	
551	韩服·忘忧黄	wd_m	5	1	3227		18711	18711	桃花外装8	
552	韩服·罗兰紫	wd_m	5	1	3228		18712	18712	桃花外装8	
549	韩服·玫瑰粉	tr_f	6	2	3225		18709	18709	桃花外装8	
550	韩服·薄荷绿	tr_f	6	2	3226		18710	18710	桃花外装8	
551	韩服·忘忧黄	tr_f	6	2	3227		18711	18711	桃花外装8	
552	韩服·罗兰紫	tr_f	6	2	3228		18712	18712	桃花外装8	
549	韩服·玫瑰粉	sl_m	7	1	3225		18709	18709	桃花外装8	
550	韩服·薄荷绿	sl_m	7	1	3226		18710	18710	桃花外装8	
551	韩服·忘忧黄	sl_m	7	1	3227		18711	18711	桃花外装8	
552	韩服·罗兰紫	sl_m	7	1	3228		18712	18712	桃花外装8	
549	韩服·玫瑰粉	cy_f	8	2	3225		18709	18709	桃花外装8	
550	韩服·薄荷绿	cy_f	8	2	3226		18710	18710	桃花外装8	
551	韩服·忘忧黄	cy_f	8	2	3227		18711	18711	桃花外装8	
552	韩服·罗兰紫	cy_f	8	2	3228		18712	18712	桃花外装8	
549	韩服·玫瑰粉	tm_m	9	1	3225		18709	18709	桃花外装8	
550	韩服·薄荷绿	tm_m	9	1	3226		18710	18710	桃花外装8	
551	韩服·忘忧黄	tm_m	9	1	3227		18711	18711	桃花外装8	
552	韩服·罗兰紫	tm_m	9	1	3228		18712	18712	桃花外装8	
549	韩服·玫瑰粉	kl_f	10	2	3225		18709	18709	桃花外装8	
550	韩服·薄荷绿	kl_f	10	2	3226		18710	18710	桃花外装8	
551	韩服·忘忧黄	kl_f	10	2	3227		18711	18711	桃花外装8	
552	韩服·罗兰紫	kl_f	10	2	3228		18712	18712	桃花外装8	
549	韩服·玫瑰粉	gb_m	11	1	3225		18709	18709	桃花外装8	
550	韩服·薄荷绿	gb_m	11	1	3226		18710	18710	桃花外装8	
551	韩服·忘忧黄	gb_m	11	1	3227		18711	18711	桃花外装8	
552	韩服·罗兰紫	gb_m	11	1	3228		18712	18712	桃花外装8	
549	韩服·玫瑰粉	wdu_f	12	2	3225		18709	18709	桃花外装8	
550	韩服·薄荷绿	wdu_f	12	2	3226		18710	18710	桃花外装8	
551	韩服·忘忧黄	wdu_f	12	2	3227		18711	18711	桃花外装8	
552	韩服·罗兰紫	wdu_f	12	2	3228		18712	18712	桃花外装8	
549	韩服·玫瑰粉	cj_m	13	1	3225		18709	18709	桃花外装8	
550	韩服·薄荷绿	cj_m	13	1	3226		18710	18710	桃花外装8	
551	韩服·忘忧黄	cj_m	13	1	3227		18711	18711	桃花外装8	
552	韩服·罗兰紫	cj_m	13	1	3228		18712	18712	桃花外装8	
549	韩服·玫瑰粉	cg_f	14	2	3225		18709	18709	桃花外装8	
550	韩服·薄荷绿	cg_f	14	2	3226		18710	18710	桃花外装8	
551	韩服·忘忧黄	cg_f	14	2	3227		18711	18711	桃花外装8	
552	韩服·罗兰紫	cg_f	14	2	3228		18712	18712	桃花外装8	
549	韩服·玫瑰粉	ts_m	15	1	3225		18709	18709	桃花外装8	
550	韩服·薄荷绿	ts_m	15	1	3226		18710	18710	桃花外装8	
551	韩服·忘忧黄	ts_m	15	1	3227		18711	18711	桃花外装8	
552	韩服·罗兰紫	ts_m	15	1	3228		18712	18712	桃花外装8	
553	韩服·蝴蝶蓝	tw_m	1	1	3325		18713	18713	逍遥外装8	
554	韩服·薄荷绿	tw_m	1	1	3326		18714	18714	逍遥外装8	
555	韩服·香墨黑	tw_m	1	1	3327		18715	18715	逍遥外装8	
556	韩服·幽暗红	tw_m	1	1	3328		18716	18716	逍遥外装8	
553	韩服·蝴蝶蓝	em_f	2	2	3325		18713	18713	逍遥外装8	
554	韩服·薄荷绿	em_f	2	2	3326		18714	18714	逍遥外装8	
555	韩服·香墨黑	em_f	2	2	3327		18715	18715	逍遥外装8	
556	韩服·幽暗红	em_f	2	2	3328		18716	18716	逍遥外装8	
553	韩服·蝴蝶蓝	th_f	3	2	3325		18713	18713	逍遥外装8	
554	韩服·薄荷绿	th_f	3	2	3326		18714	18714	逍遥外装8	
555	韩服·香墨黑	th_f	3	2	3327		18715	18715	逍遥外装8	
556	韩服·幽暗红	th_f	3	2	3328		18716	18716	逍遥外装8	
553	韩服·蝴蝶蓝	xy_m	4	1	3325		18713	18713	逍遥外装8	
554	韩服·薄荷绿	xy_m	4	1	3326		18714	18714	逍遥外装8	
555	韩服·香墨黑	xy_m	4	1	3327		18715	18715	逍遥外装8	
556	韩服·幽暗红	xy_m	4	1	3328		18716	18716	逍遥外装8	
553	韩服·蝴蝶蓝	wd_m	5	1	3325		18713	18713	逍遥外装8	
554	韩服·薄荷绿	wd_m	5	1	3326		18714	18714	逍遥外装8	
555	韩服·香墨黑	wd_m	5	1	3327		18715	18715	逍遥外装8	
556	韩服·幽暗红	wd_m	5	1	3328		18716	18716	逍遥外装8	
553	韩服·蝴蝶蓝	tr_f	6	2	3325		18713	18713	逍遥外装8	
554	韩服·薄荷绿	tr_f	6	2	3326		18714	18714	逍遥外装8	
555	韩服·香墨黑	tr_f	6	2	3327		18715	18715	逍遥外装8	
556	韩服·幽暗红	tr_f	6	2	3328		18716	18716	逍遥外装8	
553	韩服·蝴蝶蓝	sl_m	7	1	3325		18713	18713	逍遥外装8	
554	韩服·薄荷绿	sl_m	7	1	3326		18714	18714	逍遥外装8	
555	韩服·香墨黑	sl_m	7	1	3327		18715	18715	逍遥外装8	
556	韩服·幽暗红	sl_m	7	1	3328		18716	18716	逍遥外装8	
553	韩服·蝴蝶蓝	cy_f	8	2	3325		18713	18713	逍遥外装8	
554	韩服·薄荷绿	cy_f	8	2	3326		18714	18714	逍遥外装8	
555	韩服·香墨黑	cy_f	8	2	3327		18715	18715	逍遥外装8	
556	韩服·幽暗红	cy_f	8	2	3328		18716	18716	逍遥外装8	
553	韩服·蝴蝶蓝	tm_m	9	1	3325		18713	18713	逍遥外装8	
554	韩服·薄荷绿	tm_m	9	1	3326		18714	18714	逍遥外装8	
555	韩服·香墨黑	tm_m	9	1	3327		18715	18715	逍遥外装8	
556	韩服·幽暗红	tm_m	9	1	3328		18716	18716	逍遥外装8	
553	韩服·蝴蝶蓝	kl_f	10	2	3325		18713	18713	逍遥外装8	
554	韩服·薄荷绿	kl_f	10	2	3326		18714	18714	逍遥外装8	
555	韩服·香墨黑	kl_f	10	2	3327		18715	18715	逍遥外装8	
556	韩服·幽暗红	kl_f	10	2	3328		18716	18716	逍遥外装8	
553	韩服·蝴蝶蓝	gb_m	11	1	3325		18713	18713	逍遥外装8	
554	韩服·薄荷绿	gb_m	11	1	3326		18714	18714	逍遥外装8	
555	韩服·香墨黑	gb_m	11	1	3327		18715	18715	逍遥外装8	
556	韩服·幽暗红	gb_m	11	1	3328		18716	18716	逍遥外装8	
553	韩服·蝴蝶蓝	wdu_f	12	2	3325		18713	18713	逍遥外装8	
554	韩服·薄荷绿	wdu_f	12	2	3326		18714	18714	逍遥外装8	
555	韩服·香墨黑	wdu_f	12	2	3327		18715	18715	逍遥外装8	
556	韩服·幽暗红	wdu_f	12	2	3328		18716	18716	逍遥外装8	
553	韩服·蝴蝶蓝	cj_m	13	1	3325		18713	18713	逍遥外装8	
554	韩服·薄荷绿	cj_m	13	1	3326		18714	18714	逍遥外装8	
555	韩服·香墨黑	cj_m	13	1	3327		18715	18715	逍遥外装8	
556	韩服·幽暗红	cj_m	13	1	3328		18716	18716	逍遥外装8	
553	韩服·蝴蝶蓝	cg_f	14	2	3325		18713	18713	逍遥外装8	
554	韩服·薄荷绿	cg_f	14	2	3326		18714	18714	逍遥外装8	
555	韩服·香墨黑	cg_f	14	2	3327		18715	18715	逍遥外装8	
556	韩服·幽暗红	cg_f	14	2	3328		18716	18716	逍遥外装8	
553	韩服·蝴蝶蓝	ts_m	15	1	3325		18713	18713	逍遥外装8	
554	韩服·薄荷绿	ts_m	15	1	3326		18714	18714	逍遥外装8	
555	韩服·香墨黑	ts_m	15	1	3327		18715	18715	逍遥外装8	
556	韩服·幽暗红	ts_m	15	1	3328		18716	18716	逍遥外装8	
557	韩服·薄荷绿	tw_m	1	1	3425		18717	18717	武当外装8	
558	韩服·夜抹绿	tw_m	1	1	3426		18718	18718	武当外装8	
559	韩服·幽暗紫	tw_m	1	1	3427		18719	18719	武当外装8	
560	韩服·玉牙白	tw_m	1	1	3428		18720	18720	武当外装8	
557	韩服·薄荷绿	em_f	2	2	3425		18717	18717	武当外装8	
558	韩服·夜抹绿	em_f	2	2	3426		18718	18718	武当外装8	
559	韩服·幽暗紫	em_f	2	2	3427		18719	18719	武当外装8	
560	韩服·玉牙白	em_f	2	2	3428		18720	18720	武当外装8	
557	韩服·薄荷绿	th_f	3	2	3425		18717	18717	武当外装8	
558	韩服·夜抹绿	th_f	3	2	3426		18718	18718	武当外装8	
559	韩服·幽暗紫	th_f	3	2	3427		18719	18719	武当外装8	
560	韩服·玉牙白	th_f	3	2	3428		18720	18720	武当外装8	
557	韩服·薄荷绿	xy_m	4	1	3425		18717	18717	武当外装8	
558	韩服·夜抹绿	xy_m	4	1	3426		18718	18718	武当外装8	
559	韩服·幽暗紫	xy_m	4	1	3427		18719	18719	武当外装8	
560	韩服·玉牙白	xy_m	4	1	3428		18720	18720	武当外装8	
557	韩服·薄荷绿	wd_m	5	1	3425		18717	18717	武当外装8	
558	韩服·夜抹绿	wd_m	5	1	3426		18718	18718	武当外装8	
559	韩服·幽暗紫	wd_m	5	1	3427		18719	18719	武当外装8	
560	韩服·玉牙白	wd_m	5	1	3428		18720	18720	武当外装8	
557	韩服·薄荷绿	tr_f	6	2	3425		18717	18717	武当外装8	
558	韩服·夜抹绿	tr_f	6	2	3426		18718	18718	武当外装8	
559	韩服·幽暗紫	tr_f	6	2	3427		18719	18719	武当外装8	
560	韩服·玉牙白	tr_f	6	2	3428		18720	18720	武当外装8	
557	韩服·薄荷绿	sl_m	7	1	3425		18717	18717	武当外装8	
558	韩服·夜抹绿	sl_m	7	1	3426		18718	18718	武当外装8	
559	韩服·幽暗紫	sl_m	7	1	3427		18719	18719	武当外装8	
560	韩服·玉牙白	sl_m	7	1	3428		18720	18720	武当外装8	
557	韩服·薄荷绿	cy_f	8	2	3425		18717	18717	武当外装8	
558	韩服·夜抹绿	cy_f	8	2	3426		18718	18718	武当外装8	
559	韩服·幽暗紫	cy_f	8	2	3427		18719	18719	武当外装8	
560	韩服·玉牙白	cy_f	8	2	3428		18720	18720	武当外装8	
557	韩服·薄荷绿	tm_m	9	1	3425		18717	18717	武当外装8	
558	韩服·夜抹绿	tm_m	9	1	3426		18718	18718	武当外装8	
559	韩服·幽暗紫	tm_m	9	1	3427		18719	18719	武当外装8	
560	韩服·玉牙白	tm_m	9	1	3428		18720	18720	武当外装8	
557	韩服·薄荷绿	kl_f	10	2	3425		18717	18717	武当外装8	
558	韩服·夜抹绿	kl_f	10	2	3426		18718	18718	武当外装8	
559	韩服·幽暗紫	kl_f	10	2	3427		18719	18719	武当外装8	
560	韩服·玉牙白	kl_f	10	2	3428		18720	18720	武当外装8	
557	韩服·薄荷绿	gb_m	11	1	3425		18717	18717	武当外装8	
558	韩服·夜抹绿	gb_m	11	1	3426		18718	18718	武当外装8	
559	韩服·幽暗紫	gb_m	11	1	3427		18719	18719	武当外装8	
560	韩服·玉牙白	gb_m	11	1	3428		18720	18720	武当外装8	
557	韩服·薄荷绿	wdu_f	12	2	3425		18717	18717	武当外装8	
558	韩服·夜抹绿	wdu_f	12	2	3426		18718	18718	武当外装8	
559	韩服·幽暗紫	wdu_f	12	2	3427		18719	18719	武当外装8	
560	韩服·玉牙白	wdu_f	12	2	3428		18720	18720	武当外装8	
557	韩服·薄荷绿	cj_m	13	1	3425		18717	18717	武当外装8	
558	韩服·夜抹绿	cj_m	13	1	3426		18718	18718	武当外装8	
559	韩服·幽暗紫	cj_m	13	1	3427		18719	18719	武当外装8	
560	韩服·玉牙白	cj_m	13	1	3428		18720	18720	武当外装8	
557	韩服·薄荷绿	cg_f	14	2	3425		18717	18717	武当外装8	
558	韩服·夜抹绿	cg_f	14	2	3426		18718	18718	武当外装8	
559	韩服·幽暗紫	cg_f	14	2	3427		18719	18719	武当外装8	
560	韩服·玉牙白	cg_f	14	2	3428		18720	18720	武当外装8	
557	韩服·薄荷绿	ts_m	15	1	3425		18717	18717	武当外装8	
558	韩服·夜抹绿	ts_m	15	1	3426		18718	18718	武当外装8	
559	韩服·幽暗紫	ts_m	15	1	3427		18719	18719	武当外装8	
560	韩服·玉牙白	ts_m	15	1	3428		18720	18720	武当外装8	
561	韩服·香墨黑	tw_m	1	1	3525		18721	18721	天忍外装8	
562	韩服·鬼魅红	tw_m	1	1	3526		18722	18722	天忍外装8	
563	韩服·幽暗紫	tw_m	1	1	3527		18723	18723	天忍外装8	
564	韩服·落叶黄	tw_m	1	1	3528		18724	18724	天忍外装8	
561	韩服·香墨黑	em_f	2	2	3525		18721	18721	天忍外装8	
562	韩服·鬼魅红	em_f	2	2	3526		18722	18722	天忍外装8	
563	韩服·幽暗紫	em_f	2	2	3527		18723	18723	天忍外装8	
564	韩服·落叶黄	em_f	2	2	3528		18724	18724	天忍外装8	
561	韩服·香墨黑	th_f	3	2	3525		18721	18721	天忍外装8	
562	韩服·鬼魅红	th_f	3	2	3526		18722	18722	天忍外装8	
563	韩服·幽暗紫	th_f	3	2	3527		18723	18723	天忍外装8	
564	韩服·落叶黄	th_f	3	2	3528		18724	18724	天忍外装8	
561	韩服·香墨黑	xy_m	4	1	3525		18721	18721	天忍外装8	
562	韩服·鬼魅红	xy_m	4	1	3526		18722	18722	天忍外装8	
563	韩服·幽暗紫	xy_m	4	1	3527		18723	18723	天忍外装8	
564	韩服·落叶黄	xy_m	4	1	3528		18724	18724	天忍外装8	
561	韩服·香墨黑	wd_m	5	1	3525		18721	18721	天忍外装8	
562	韩服·鬼魅红	wd_m	5	1	3526		18722	18722	天忍外装8	
563	韩服·幽暗紫	wd_m	5	1	3527		18723	18723	天忍外装8	
564	韩服·落叶黄	wd_m	5	1	3528		18724	18724	天忍外装8	
561	韩服·香墨黑	tr_f	6	2	3525		18721	18721	天忍外装8	
562	韩服·鬼魅红	tr_f	6	2	3526		18722	18722	天忍外装8	
563	韩服·幽暗紫	tr_f	6	2	3527		18723	18723	天忍外装8	
564	韩服·落叶黄	tr_f	6	2	3528		18724	18724	天忍外装8	
561	韩服·香墨黑	sl_m	7	1	3525		18721	18721	天忍外装8	
562	韩服·鬼魅红	sl_m	7	1	3526		18722	18722	天忍外装8	
563	韩服·幽暗紫	sl_m	7	1	3527		18723	18723	天忍外装8	
564	韩服·落叶黄	sl_m	7	1	3528		18724	18724	天忍外装8	
561	韩服·香墨黑	cy_f	8	2	3525		18721	18721	天忍外装8	
562	韩服·鬼魅红	cy_f	8	2	3526		18722	18722	天忍外装8	
563	韩服·幽暗紫	cy_f	8	2	3527		18723	18723	天忍外装8	
564	韩服·落叶黄	cy_f	8	2	3528		18724	18724	天忍外装8	
561	韩服·香墨黑	tm_m	9	1	3525		18721	18721	天忍外装8	
562	韩服·鬼魅红	tm_m	9	1	3526		18722	18722	天忍外装8	
563	韩服·幽暗紫	tm_m	9	1	3527		18723	18723	天忍外装8	
564	韩服·落叶黄	tm_m	9	1	3528		18724	18724	天忍外装8	
561	韩服·香墨黑	kl_f	10	2	3525		18721	18721	天忍外装8	
562	韩服·鬼魅红	kl_f	10	2	3526		18722	18722	天忍外装8	
563	韩服·幽暗紫	kl_f	10	2	3527		18723	18723	天忍外装8	
564	韩服·落叶黄	kl_f	10	2	3528		18724	18724	天忍外装8	
561	韩服·香墨黑	gb_m	11	1	3525		18721	18721	天忍外装8	
562	韩服·鬼魅红	gb_m	11	1	3526		18722	18722	天忍外装8	
563	韩服·幽暗紫	gb_m	11	1	3527		18723	18723	天忍外装8	
564	韩服·落叶黄	gb_m	11	1	3528		18724	18724	天忍外装8	
561	韩服·香墨黑	wdu_f	12	2	3525		18721	18721	天忍外装8	
