AttribID	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3
420		1|1|1		0.5	f6_w_002	4	0.5	255|192|112|214	3.98	232|61|61|255	3.92	255|255|255|170	3.42																		
421		1|1|1	1	0.1	m7_w_001	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
422		1|1|1		0.5	m7_w_001	4	0.5	73|147|249|255	10.59	221|255|255|255	3.61	255|215|131|255	4.09																		
423		1|1|1		0.5	m7_w_001	4	0.5	255|222|165|168	3.93	255|240|213|255	3.87	255|231|101|255	3.93																		
424		1|1|1		0.5	m7_w_001	4	0.5	253|57|77|255	4.64	255|251|251|255	3.75	255|218|163|255	3.9																		
425		1|1|1	1	0.1	m7_w_002	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
426		1|1|1		0.5	m7_w_002	4	0.5	251|251|251|255	0	255|221|133|223	3.67	144|22|22|61	8.55																		
427		1|1|1		0.5	m7_w_002	4	0.5	255|255|255|255	3.59	135|255|200|215	1.82	76|76|76|83	7.24																		
428		1|1|1		0.5	m7_w_002	4	0.5	255|197|9|255	0	183|141|78|145	5.12	202|132|28|133	10.78																		
429		1|1|1		0.5	m7_w_002	4	0.5	206|248|255|255	0	135|155|255|215	0	164|87|243|83	5.31																		
430		1|1|1		0.5	m7_w_002	4	0.5	255|245|250|255	0	213|56|124|255	4.8	238|186|131|16	6.14																		
431		1|1|1	1	0.01	f7_w_001	0	0.01	247|247|247|255	3.38	43|165|104|255	3.83	38|116|106|255	3.45																		
432		1|1|1		0.01	f7_w_001	4	0.01	253|253|253|255	3.55	255|71|50|255	3.71	172|13|17|255	3.34																		
433		1|1|1		0.01	f7_w_001	4	0.01	255|255|255|255	3.44	229|73|255|255	3.77	127|76|172|255	3.4																		
434		1|1|1		0.01	f7_w_001	4	0.01	221|249|255|255	3.64	93|208|255|255	3.74	56|162|225|255	0																		
435		1|1|1	1	0.1	f7_w_002	0	0.1	213|241|224|255	0	249|255|245|255	0	255|255|255|255	0																		
436		1|1|1		0.1	f7_w_002	4	0.1	255|131|185|255	5.3	253|241|244|255	3.71	238|135|255|255	5.31																		
437		1|1|1	1	0.1	f7_w_002	0	0.1	172|190|255|255	3.83	200|212|255|255	3.73	112|131|255|255	5.34																		
438		1|1|1		0.1	f7_w_002	4	0.1	194|255|170|255	3.9	233|249|220|255	3.59	179|249|122|255	4.09																		
439		1|1|1		0.1	f7_w_002	4	0.1	159|45|45|255	5.98	255|215|215|255	3.79	255|116|136|216	4.38																		
440		1|1|1		0.1	f7_w_002	4	0.1	249|230|80|255	4.19	245|244|242|255	3.68	255|238|146|255	4.12																		
528		0.75|0.75|0.75																													
532		0.9|0.9|0.9																													
601		1|1|1																													
602		1|1|1																													
603		1|1|1																													
604		1|1|1																													
605		1|1|1																													
606		1|1|1																													
607		1|1|1																													
608		1|1|1																													
609		1|1|1	1	0.1	m5_010	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
610																															
611		1|1|1																													
612		1|1|1																													
613		1|1|1																													
614		1|1|1																													
615		1|1|1																													
616		1|1|1																													
617		1|1|1																													
618		1|1|1																													
619		1|1|1	1	0.1	f5_010	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
620																															
621		1|1|1	1	0.1	m6_001	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
622		1|1|1	1	0.1	m6_004	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
623		1|1|1	1	0.1	m6_002	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
624		1|1|1	1	0.1	m6_009	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
625		1|1|1	1	0.1	m6_005	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
626		1|1|1	1	0.1	m6_003	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
627		1|1|1	1	0.1	m6_008	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
628		1|1|1	1	0.1	m6_007	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
629		1|1|1	1	0.1	m6_006	0	0.1	236|228|255|255	5.53	255|255|255|255	0	255|255|255|255	0																		
630		1|1|1																													
631		1|1|1	1	0.42	f6_002	0	0.42	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
632		1|1|1		0.1	f6_005	1	0.1	255|255|255|255	0	200|255|255|255	0	211|206|255|255	0																		
633		1|1|1	1	0.57	f6_004	0	0.57	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
634		1|1|1	1	0.42	f6_003	0	0.42	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
635		1|1|1		0.44	f6_011	4	0.44	0|212|255|204	3.52	210|233|253|255	1.65	255|255|255|255	4.24																		
636		1|1|1		0.57	f6_006	4	0.57	255|255|255|255	0	197|108|255|90	0	191|212|255|255	4.88																		
637		1|1|1	1	0.42	f6_007	0	0.42	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
638		1|1|1	1	0.1	f6_010	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
639		1|1|1	1	0.51	f6_008	0	0.51	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
640		1|1|1	1	0.42	f6_009	0	0.42	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0																		
801		1|1|1	1	0.1	house04	0	0.1	204|183|117|166		54|54|54|255		249|169|49|0																			
802		1|1|1	1	0.1	house04	0	0.1	187|255|246|255		255|255|255|255		1|255|223|86																			
803		1|1|1		0.36	house04	4	0.36	255|135|147|255		255|255|255|255		255|44|19|112																			
804		1|1|1		0.31	house04	4	0.31	183|255|180|255		211|197|151|255		0|255|75|217																			
805		1|1|1		0.5	HorseHk01	4	0.5	88|88|88|255		255|205|0|109		245|86|188|0																			
806		1|1|1	1	0.1	horse08	0	0.1	61|61|61|255		255|255|255|255		255|255|255|255																			
807		1|1|1			horse09	1		255|0|0|0		255|211|172|93		255|255|255|255																			
808	血瞳·啸霜	1|1|1	1		Wolf01	0		231|235|238|255		3|151|255|104		255|255|255|255																			
809	血瞳·荒尘	1|1|1			Wolf01	1		50|19|2|166		255|215|172|131		243|199|78|174																			
810	血瞳·清穹	1|1|1			Wolf01	1		163|190|255|255		19|131|225|141		255|255|214|161																			
811	粉黛掠影	1|1|1			Wolf02	1		195|240|255|177		255|202|220|222		255|97|126|90																			
812	血瞳·月绝	1|1|1	1		Wolf01	0		0|0|0|255		255|255|255|255		255|255|255|255																			
813	血瞳·啸霜	0.8|0.8|0.8	1		Wolf01	0		231|235|238|255		3|151|255|104		255|255|255|255																			
814	血瞳·荒尘	0.8|0.8|0.8			Wolf01	1		50|19|2|166		255|215|172|131		243|199|78|174																			
815	血瞳·清穹	0.8|0.8|0.8			Wolf01	1		163|190|255|255		19|131|225|141		255|255|214|161																			
816	粉黛掠影	0.7|0.7|0.7			Wolf02	1		195|240|255|177		255|202|220|222		255|97|126|90																			
901	天星道长	1|1|1	1		boss003	0		135|190|255|255		255|255|255|255		255|255|255|255																			
902	上官飞龙	0.8|0.8|0.8	1		boss011	0		135|255|0|255		255|255|255|255		255|255|255|255																			
903	生使	1|1|1			npc_007	1		91|147|255|0		255|255|255|255		255|255|255|255																			
904	唐影	1|1|1			npc_019	1		180|161|255|169		255|255|255|255		255|255|255|255																			
905	小殷方	1|1|1			npc_025	1		255|181|88|46		255|255|255|255		255|255|255|255																			
906	南宫灭	1.1|1.1|1.1			npc_029	1		95|255|103|239		255|255|255|255		255|255|255|255																			
907		1|1|1			npc_035	1		255|218|67|64		255|255|255|255		255|255|255|255																			
908		1|1|1			npc_046	1		228|62|62|235		255|255|255|255		255|255|255|255																			
909		1|1|1			npc_077	1		84|78|255|42		255|255|255|255		255|255|255|255																			
910		1|1|1			npc_032	1		212|255|78|86		255|255|255|255		255|255|255|255																			
911		1|1|1			npc_089	1		171|168|255|211		255|255|255|255		255|255|255|255																			
912		1|1|1			npc_093	1		255|227|74|163		255|255|255|255		255|255|255|255																			
913		1|1|1	1		npc_094	0		211|255|142|97		255|255|255|255		255|255|255|255																			
914		1|1|1	1		npc_099	0		255|123|123|0		255|255|255|255		255|255|255|255																			
915		1|1|1	1		npc_100	1		255|222|114|177		255|255|255|255		255|255|255|255		npc_100_w	0		255|255|255|255		255|255|255|255		255|255|255|255										
916		1.1|1.1|1.1			npc_101	1		255|44|44|52		255|255|255|255		255|255|255|255																			
917		1|1|1			npc_108	1		255|164|82|0		255|255|255|255		255|255|255|255																			
918		1|1|1			npc_117	1		54|255|221|179		255|255|255|255		255|255|255|255																			
919		1.1|1.1|1.1			npc_119	1		91|227|255|85		255|255|255|255		255|255|255|255																			
920		1|1|1			npc_135	1		71|140|255|0		255|255|255|255		255|255|255|255																			
921		1|1|1			npc_208A	1		43|255|228|0		255|255|255|255		255|255|255|255																			
922		1|1|1			npc_208B	1		116|134|255|171		255|255|255|255		255|255|255|255																			
923		1|1|1	1		npc_230	0		141|255|76|103		255|255|255|255		255|255|255|255																			
924		1|1|1	1		npc_230B	0		78|255|233|35		255|255|255|255		255|255|255|255																			
925		1|1|1			npc_235	1		255|247|101|121		255|255|255|255		255|255|255|255																			
926		1|1|1	1		boss005	0		255|187|28|0		255|255|255|255		255|255|255|255																			
927		1|1|1			boss009	1		74|187|255|0		255|255|255|255		255|255|255|255																			
928		1|1|1	1		boss015	0		67|81|219|120		255|255|255|255		255|255|255|255																			
929		1|1|1	1		f8_q001	0		255|255|255|255		255|255|255|255		255|255|255|255		npc_178_Body	1		255|197|73|28	1	255|255|255|16	0.91	255|166|179|86	1.44	npc_178_Head	0		255|255|255|139	1	41|35|29|26	1.55	255|255|255|255	1
930		1|1|1	1		f8_q001	0		255|255|255|255		255|255|255|255		255|255|255|255		npc_179_Body	1		255|174|0|64	1	255|255|255|48	1	138|230|255|0	1	npc_179_Head	0		255|255|255|168	1	41|35|29|37	1.5	255|255|255|134	1
931		1|1|1			npc_267	1		255|34|67|85		56|56|56|125		217|35|35|169																			
1001		1|1|1		0.55	m2_001	4	0.55	252|208|255|255	40.7	43|25|25|255	14.771	255|245|245|255	3.34																		
1002		1|1|1		0.2	m2_001	4	0.2	255|161|194|194	4.29	255|23|37|236	3.73	56|64|75|179	4.19																		
1003		1|1|1	2	0.38	m2_001	4	0.38	255|156|211|6	2.58	218|78|185|36	0	225|108|169|159	4.27																		
1004		1|1|1		0.58	m2_007	4	0.58	119|210|255|255	4.91	92|92|92|0	2.3	169|168|211|255	6.79																		
1005		1|1|1		0.58	m2_007	4	0.58	230|217|217|255	4.48	161|151|151|255	5.83	29|29|29|255	10.68																		
1006		1|1|1		0.53	m2_007	4	0.53	144|132|65|255	6.05	153|120|56|255	6.04	44|45|58|255	12.25																		
1007		1|1|1		0.3	m2_002	4	0.3	38|89|83|255	8.68	255|255|255|255	4.4	198|149|43|255	4.77																		
1008		1|1|1		0.74	m2_002	4	0.74	198|218|221|171	4.61	251|251|251|255	5.79	219|212|212|255	4.94																		
1009		1|1|1		0.21	m2_002	4	0.21	146|89|89|255	4.85	63|139|245|255	4.38	243|180|93|255	4.3																		
1010		1|1|1		0.18	m2_003	4	0.18	210|201|197|83	0	255|172|135|5	0	251|251|251|113	0																		
1011		1|1|1		0.44	m2_003	4	0.44	123|43|58|103	4.67	131|131|131|5	0	255|219|219|255	4.27																		
1012		1|1|1		0.44	m2_003	4	0.44	170|147|86|103	4.67	253|255|129|5	0	255|219|219|105	4.27																		
1013		1|1|1		0.51	m2_004	4	0.51	73|73|73|255	7.09	114|0|40|255	5.31	255|5|175|255	4.29																		
1014		1|1|1		0.51	m2_004	4	0.51	52|52|52|255	7.09	46|46|46|255	5.4	223|223|223|255	5.42																		
1015		1|1|1		0.51	m2_004	4	0.51	69|3|2|255	11.81	121|95|26|255	5.31	243|255|140|255	4.29																		
1016		1|1|1	1	0.52	m2_005	0	0.52	255|255|255|255	0	82|80|24|255	3.73	0|255|191|126	4.07																		
1017		1|1|1		0.45	m2_005	4	0.45	218|178|255|255	4.26	228|185|45|255	2.88	166|164|77|255	4.84																		
1018		1|1|1		0.26	m2_005	4	0.26	22|127|101|255	5.34	35|35|35|255	3.92	255|255|255|255	7.18																		
1019		1|1|1		0.55	m2_006	4	0.55	181|255|242|255	4.03	14|125|116|255	5.44	121|121|121|255	5.49																		
1020		1|1|1		0.24	m2_006	4	0.24	165|228|255|255	8.4	46|46|46|255	5.56	74|74|74|255	5.49																		
1021		1|1|1		0.36	m2_006	4	0.36	255|97|172|255	13.51	125|14|14|255	6.46	121|121|121|255	5.49																		
1022		1|1|1		0.24	m2_008	4	0.24	161|231|255|255	5.47	255|106|152|255	3.32	255|176|210|255	3.87																		
1023		1|1|1		0.24	m2_008	4	0.24	161|255|223|255	3.89	255|255|255|255	2.83	209|239|243|255	4.26																		
1024		1|1|1		0.36	m2_008	4	0.36	106|255|236|255	5.2	59|59|59|230	6.82	52|52|52|255	4.93																		
1025		1|1|1		0.36	m2_006	4	0.36	252|255|43|255	4.27	148|109|40|255	6.98	121|121|121|255	5.49																		
1026		1|1|1		0.1	m2_008	4	0.1	255|222|39|255	3.73	255|215|48|255	3.01	255|214|84|255	3.69																		
1027		1|1|1		0.5	m2_009	4	0.5	255|214|9|255	4.7	226|208|126|255	6.3	213|145|23|255	9.95																		
1028		1|1|1		0.1	m2_009	4	0.1	255|217|161|255	5.62	67|67|67|255	4.79	232|194|169|255	0																		
1029		1|1|1		0.59	m2_009	4	0.59	215|215|215|255	4.69	174|74|74|236	7.37	56|52|52|255	9.52																		
1030		1|1|1		0.59	m2_009	4	0.59	255|196|133|255	5.16	77|146|114|255	5.8	56|52|52|255	13.44																		
1031		1|1|1		0.5	m2_010	4	0.5	108|212|255|255	4.01	255|255|255|255	3.86	174|255|191|255	6.31																		
1032		1|1|1	1	0.5	m2_010	0	0.5	227|255|151|255	4.01	255|201|106|255	4.65	211|98|161|255	4.03																		
1033		1|1|1		0.5	m2_010	4	0.5	191|252|255|255	4.01	99|99|99|255	4.65	255|65|65|254	4.82																		
1034		1|1|1		0.1	m2_011	4	0.1	255|254|228|255	4.58	255|241|249|255	5.98	193|46|46|255	4.83																		
1035		1|1|1		0.5	m2_011	4	0.5	99|235|255|255	5.24	80|80|80|255	5.02	226|241|255|255	8.68																		
1036		1|1|1		0.5	m2_011	4	0.5	255|250|74|255	5.12	105|148|144|255	5.02	62|142|99|255	6.59																		
1037		1|1|1		0.5	m2_012	4	0.5	93|255|241|171	4.65	174|255|184|255	4.13	225|255|255|225	5.15																		
1038		1|1|1		0.5	m2_012	4	0.5	253|253|253|171	4.65	185|234|255|255	4.4	255|193|82|255	6.18																		
1039		1|1|1		0.5	m2_012	4	0.5	255|140|171|53	4.65	255|226|174|233	4.34	255|200|200|157	5.53																		
1071		1|1|1		0.45	m2_010	4	0.45	221|137|47|255	3.19	255|210|131|255	4.3	255|185|37|255	5.4																		
1072		1|1|1		0.5	m2_011	4	0.5	243|165|48|255	7.13	86|83|83|255	5.02	255|234|65|255	10.37																		
1073		1|1|1		0.5	m2_012	4	0.5	61|61|61|255	4.65	255|210|250|230	5.79	255|200|56|255	6.34																		
1101		1|1|1	1	0.35	f2_001	0	0.35	74|216|236|255	3.63	196|247|255|162	0	82|240|255|255	0																		
1102		1|1|1		0.35	f2_001	4	0.35	141|122|241|255	4.24	255|255|255|228	3.8	187|155|255|177	0																		
1103		1|1|1	1	0.35	f2_001	0	0.35	245|255|157|255	3.5	255|255|255|194	0	255|247|148|211	0																		
1104		1|1|1		0.28	f2_002	4	0.28	255|134|146|165	3.67	245|160|113|149	3.84	255|223|223|255	3.5																		
1105		1|1|1		0.28	f2_002	4	0.28	255|254|253|255	3.49	255|218|99|149	0	251|251|251|255	3.55																		
1106		1|1|1		0.3	f2_002	4	0.3	255|205|118|217	3.49	255|246|217|188	0	236|227|218|241	3.76																		
1107		1|1|1		0.16	f2_003	4	0.16	28|255|208|241	3.83	0|255|201|211	3.38	238|255|226|255	0																		
1108		1|1|1		0.16	f2_003	4	0.16	255|255|255|107	2.84	255|200|28|185	3.43	234|234|234|241	0																		
1109		1|1|1		0.19	f2_003	4	0.19	72|157|225|221	3.85	255|255|255|183	3.28	113|220|241|219	0																		
1110		1|1|1	1	0.24	f2_006	0	0.24	255|86|86|205	2.74	255|221|133|255	3.79	255|234|234|255	3.53																		
1111		1|1|1	1	0.1	f2_006	0	0.1	170|237|255|255	0	203|144|255|255	3.79	255|255|255|255	3.39																		
1112		1|1|1	1	0.21	f2_006	0	0.21	255|218|123|245	0	255|255|255|255	4.03	255|255|255|255	3.39																		
1113		1|1|1		0.1	f2_004	4	0.1	200|223|232|255	1.98	255|255|255|252	2.15	255|239|110|255	3.4																		
1114		1|1|1	1	0.1	f2_004	0	0.1	255|121|121|255	3.71	255|255|255|255	0	255|255|255|255	3.48																		
1115		1|1|1	1	0.1	f2_004	0	0.1	148|255|250|255	3.12	255|255|255|255	0	255|255|255|255	3.46																		
1116		1|1|1		0.37	f2_005	4	0.37	236|107|142|213	4.51	249|187|208|234	3.56	255|255|255|255	0																		
1117		1|1|1		0.29	f2_005	4	0.29	73|70|65|175	0	236|235|210|255	3.62	255|255|255|255	0																		
1118		1|1|1	1	0.1	f2_005	0	0.1	156|255|125|215	0	213|255|193|255	0	255|255|255|255	0																		
1119		1|1|1		0.31	f2_007	4	0.31	218|255|213|200	3.46	123|255|206|188	3.99	255|214|135|207	3.64																		
1120		1|1|1		0.62	f2_007	4	0.62	255|255|255|194	3.6	255|255|255|195	3.77	215|215|215|226	4.92																		
1121		1|1|1		0.57	f2_007	4	0.57	228|67|67|200	3.28	219|46|46|141	3.96	255|244|163|207	3.58																		
1122		1|1|1		0.65	f2_008	4	0.65	220|120|241|255	4.71	205|142|206|220	5.14	198|177|249|185	0																		
1123		1|1|1		0.5	f2_008	4	0.5	255|104|120|217	4.84	255|121|121|134	0	228|117|117|145	0																		
1124		1|1|1		0.68	f2_008	4	0.68	255|255|255|255	5.66	219|237|255|222	3.63	118|232|255|255	0																		
1125		1|1|1		0.35	f2_007	4	0.35	255|220|161|179	3.28	255|213|78|134	3.96	255|195|88|207	4.92																		
1126		1|1|1		0.68	f2_008	4	0.68	255|230|93|142	4.47	255|219|103|255	4.89	255|239|116|255	2.97																		
1127		1|1|1		0.42	f2_009	4	0.42	255|226|0|0	3.3	255|195|0|255	5.31	255|195|1|255	3.97																		
1128		1|1|1		0.42	f2_009	4	0.42	136|211|226|201	4.15	185|178|178|255	6.2	206|203|200|195	0																		
1129		1|1|1		0.42	f2_009	4	0.42	192|133|236|160	3.75	162|251|225|255	4.3	155|249|222|255	0																		
1130		1|1|1		0.35	f2_009	4	0.35	255|189|106|142	3.57	204|62|52|255	5.13	255|73|73|255	2.97																		
1131		1|1|1		0.46	f2_010	4	0.46	195|48|48|207	3.2	230|71|71|255	3.58	255|204|73|255	4																		
1132		1|1|1		0.46	f2_010	4	0.46	255|247|232|255	3.27	241|250|255|255	4.4	255|196|91|255	4.61																		
1133		1|1|1		0.5	f2_010	4	0.5	255|131|174|209	3.64	255|232|246|220	3.84	255|189|91|222	3.91																		
1134		1|1|1	1	0.21	f2_011	0	0.21	255|255|255|161	3.16	183|140|236|255	4.29	208|202|255|255	4.21																		
1135		1|1|1	1	0.21	f2_011	0	0.21	255|255|255|201	3.94	86|248|255|255	4.29	189|244|255|255	3.76																		
1136		1|1|1		0.28	f2_011	4	0.28	255|255|255|255	4.73	89|172|78|218	3.79	242|234|255|209	3.36																		
1137		1|1|1	1	0	f2_012	0	0	121|73|221|255	0	241|11|255|255	3.26	255|69|69|255	0																		
1138		1|1|1	1	0	f2_012	0	0	86|227|255|255	0	249|157|255|255	3.26	255|255|255|255	0																		
1139		1|1|1	1	0	f2_012	0	0	170|255|136|255	0	179|249|153|255	3.26	169|255|148|255	0																		
1171		1|1|1		0.5	f2_010	4	0.5	255|236|196|255	4.01	255|173|71|220	4.27	213|213|213|255	4.34																		
1172		1|1|1		0.28	f2_011	4	0.28	255|255|255|255	4.73	255|223|91|205	3.79	255|255|255|247	3.33																		
1173		1|1|1		0.1	f2_012	4	0.1	255|152|22|255	0	255|255|255|255	0	255|216|58|239	0																		
1201		1|1|1		0.61	f1_001	4	0.61	164|139|46|230	4.5	28|22|20|166	6.43	255|188|69|255	5.07																		
1202		1|1|1		0.29	f1_001	4	0.29	210|255|243|255	2.71	179|161|175|234	4	134|255|180|188	3.31																		
1203		1|1|1		0.29	f1_001	4	0.29	255|255|255|255	0.73	74|74|74|255	2.07	255|255|255|255	4.03																		
1204		1|1|1	1	0.27	f1_004	0	0.27	255|255|255|168	0	255|255|255|255	3.69	255|222|138|226	3.54																		
1205		1|1|1		0.32	f1_004	1	0.32	249|82|82|168	7.07	255|202|107|255	4.38	193|195|176|226	3.83																		
1206		1|1|1		0.32	f1_004	3.74	0.32	159|133|110|168	6	255|187|103|255	4.26	93|19|39|255	7.04																		
1207		1|1|1		0.28	f1_002	4	0.28	236|255|153|255	3.8	155|213|255|194	4.98	56|115|118|255	5.65																		
