nTaskId	szTaskIndex	szTaskTitle	szDetailDesc	szTaskDesc	szFinishDesc	szTrackInfo	szFinishTrackInfo	ShowClientNpc	DeleteClientNpc	Require_FinishTask	nAutoNextTaskId	nFinishDialogId	nFinishTaskNpcId	Target_PersonalFuben	bAutoFinish	Target_ExtPoint	nTaskItemId	bShowFinish	nNeedConfirmFinish	szAwardInfo	Target_KillNpc	bKillNpcToAllPlayer	nTaskType	bNotAutoNext	szOnFinishTrack	Target_OnTrap	Target_CollectItem	Target_Achievement	Target_EnterMap	Target_MinLevel	Require_MinLevel	Require_MaxLevel	nAcceptTaskNpcId	nAcceptDialogId	IsFinishGuide	bCanRepeat	szAchievement
284	MainTask1_284	[主]猎兽取肉	想不到这密道中竟然还有熊，早就听闻熊掌乃天下少有的美味，今天就来尝上一尝！	击败山上的[FFFE0D]猛兽[-]	击败山上的[FFFE0D]猛兽[-]	[url=npcanddosomething:test, 1251, 493, autofight, 1]		174|176		283	285				1					Exp|100000	1251|3	1	1	1													
285	MainTask1_285	[主]烹调煮肉	这么多肉足够我们两人大朵快颐了！拿回去烤熟了吃！	将猛兽的肉拿回去[FFFE0D]烤熟[-]	将猛兽的肉拿回去[FFFE0D]烤熟[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	174|176	174	284	286				1	1	261			Exp|30000			1	1													
286	MainTask1_286	[主]以礼相待	这火堆烧的正旺盛，正好用来烤肉！	将烤肉和果子拿给[FFFE0D]樵夫[-]	将烤肉和果子拿给[FFFE0D]樵夫[-]	[url=clientnpcbyidx:test, 173]	[url=clientnpcbyidx:test, 173]	173|176	173	285	287	282								Exp|40000			1	1													
287	MainTask1_287	[主]往事后续	有肉有果，他总该满足了吧，希望这一次他能将过往的事情跟我说个清楚。	继续听[FFFE0D]樵夫[-]讲之后的事情	继续听[FFFE0D]樵夫[-]讲之后的事情	[url=goanddosomething:test, 493, 5730, 6370, gotofuben, 5, 5, 1]		174|176	174	286	288			5|5|1	1			1		Exp|200000			1	1													
288	MainTask1_288	[主]侠者气魄	想不到当年独孤大侠竟有如此魄力，痛快！为侠者理应如此，若是畏首畏尾，又有何侠者风范！	还是感谢[FFFE0D]樵夫[-]告诉你这些	还是感谢[FFFE0D]樵夫[-]告诉你这些	[url=clientnpcbyidx:test, 173]	[url=clientnpcbyidx:test, 173]	173|176	173|176	287	289	284						1	1	Exp|20000;Item|1114|1;ComposeValue|2|5			1	1													
289	MainTask1_289	[主]赶往华山	前面似乎有些光亮，看来马上就要到密道尽头了，希望能赶在那些图谋不轨的人前面！	跟樵夫[FFFE0D]继续前往华山[-]	跟樵夫[FFFE0D]继续前往华山[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	175|176	175|176	288	290				1	1	265			Exp|30000			1	1	[url=dialog:test, 285]												
290	MainTask1_290	[主]再三言谢	虽然这樵夫有些讨厌，不过毕竟没有骗我，无论如何还是感谢他一番。	向[FFFE0D]樵夫[-]道别	向[FFFE0D]樵夫[-]道别	[url=taskitem:test, $T]	[url=taskitem:test, $T]	178|187	187	289	291				1	1	286			Exp|40000			1	1	[url=dialog:test, 286]												
291	MainTask1_291	[主]一言不合	看来华山派虽然逐渐衰败，却不愧是当年名震江湖的名门大派，这守门弟子步履轻快，内功、轻功根基都颇为扎实。	先将等级提升到[FFFE0D]50[-]级	询问[FFFE0D]华山弟子[-]能否告知	[url=clientnpcbyidx:test, 165]	[url=clientnpcbyidx:test, 165]	165|178	165	290	292	287								Exp|48000			1	1						50							
292	MainTask1_292	[主]另寻他法	这位华山派的师兄似乎不愿意在此多说，也好，跟他上华山再说！	跟随华山弟子[FFFE0D]前往华山[-]	跟随华山弟子[FFFE0D]前往华山[-]	[url=pos:test, 493, 2370, 3600]	[url=pos:test, 493, 2370, 3600]	188|178	188|178	291	293				1					Exp|36000			1	1					491								Task_7
293	MainTask1_293	[主]往日丑闻	华山天下险果真名不虚传，此地易守难攻，无怪华山派的传承直至今日仍是颇为完整！	询问[FFFE0D]华山弟子[-]当年之事	询问[FFFE0D]华山弟子[-]当年之事	[url=clientnpcbyidx:test, 179]	[url=clientnpcbyidx:test, 179]	179	179	292	294	289								Exp|36000;Item|223|2			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_08"]												
294	MainTask1_294	[主]宵小之徒	真是奇怪，这些人到底是如何上来的？莫非是一路追踪我前来的？可我一路已是极为小心了，奇怪！	击败[FFFE0D]他们[-]证明清白	击败[FFFE0D]他们[-]证明清白	[url=npcanddosomething:test, 1425, 491, autofight, 1]		180	180	293	295				1					Exp|96000	1425|3	1	1	1	[url=dialog:test, 290]												
295	MainTask1_295	[主]再问前事	看来五色教的残余势力颇多，恐怕此事他们已经筹划了多年，唉，但愿我能够先他们一步！希望这位华山的师兄能够相信我！	询问[FFFE0D]华山弟子[-]他们是谁	询问[FFFE0D]华山弟子[-]他们是谁	[url=clientnpcbyidx:test, 179]	[url=clientnpcbyidx:test, 179]	179	179	294	296	291								Exp|48000			1	1													
296	MainTask1_296	[主]华山叛徒	总算是得到了师兄的信任，当年据闻华山派曾有过一次叛变，然而实际情况一直未曾外传，也许是担心门派蒙羞吧！	跟着[FFFE0D]华山弟子[-]回忆当年	跟着[FFFE0D]华山弟子[-]回忆当年	[url=goanddosomething:test, 491, 2400, 3740, gotofuben, 6, 1, 1]		180	180	295	297			6|1|1	1			1		Exp|180000			1	1													
297	MainTask1_297	[主]纨绔子弟	门派一旦壮大，其中什么样的人都有，容易为人利用，但为了将门派发扬光大，却又难以避免。不知华山师兄还知不知道事后的发展。	感谢[FFFE0D]华山弟子[-]告知	感谢[FFFE0D]华山弟子[-]告知	[url=clientnpcbyidx:test, 179]	[url=clientnpcbyidx:test, 179]	179	179	296	298	293						1	1	Exp|24000;Item|1969|1			1	1													
298	MainTask1_298	[主]等候通报	华山掌门虽然不在，所幸还有一些长老在此，希望这位长老能够通情达理一些，唉，毕竟门派之耻，要告诉旁人怕是不易。	在一旁[FFFE0D]等候通报[-]	在一旁[FFFE0D]等候通报[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	263	263	297	299				1	1	294			Exp|36000			1	1	[url=dialog:test, 294]												
299	MainTask1_299	[主]消息来临	师兄总算是回来了，看他的样子愁眉苦脸的……看来是被教训了一顿，恐怕此事……	询问[FFFE0D]华山弟子[-]能否觐见	询问[FFFE0D]华山弟子[-]能否觐见	[url=taskitem:test, $T]	[url=taskitem:test, $T]	264	264	298	300				1	1	295			Exp|36000			1	1	[url=dialog:test, 295]												
300	MainTask1_300	[主]华山长老	呃，这位华山师兄倒也是有趣，还故意装成那一副样子戏弄于我，好了好了，去见见这位华山派长老吧！	找[FFFE0D]华山派长老[-]	找[FFFE0D]华山派长老[-]	[url=clientnpcbyidx:test, 265]	[url=clientnpcbyidx:test, 265]	180|265	265	299	301	296								Exp|36000			1	1													
301	MainTask1_301	[主]顽劣猢狲	想不到这附近也有一些令人头疼的猴子……莫非这些昔日的名门大派都和猴子有仇不成？	驱赶华山的[FFFE0D]顽猴[-]	驱赶华山的[FFFE0D]顽猴[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	180|266|268|269|272	266|268	300	302				1	1	297			Exp|36000			1	1													
302	MainTask1_302	[主]驱赶顽猴	这猴子可比武夷山九猴洞的猴子温和多了，略加驱散也就乖乖离去了！接下来就打扫一下附近的石梯吧。	驱赶另一只[FFFE0D]顽猴[-]	驱赶另一只[FFFE0D]顽猴[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	180|266|269|270|272	266|269|270	301	303				1	1	298			Exp|36000			1	1	[url=dialog:test, 298]												
303	MainTask1_303	[主]打扫石阶	唉，这华山派长老真会差使人，按照他的吩咐打扫一下华山石阶上的落叶吧！	按照长老的吩咐[FFFE0D]打扫一下[-]	按照长老的吩咐[FFFE0D]打扫一下[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	180|266|271|272	180|266|271|272	302	304				1	1	299			Exp|36000			1	1													
304	MainTask1_304	[主]狼子野心	总算是把这些杂活做完了，但愿这位长老能够将事情原原本本的告诉我，否则可就有些过分了。	回去找[FFFE0D]华山派长老[-]	回去找[FFFE0D]华山派长老[-]	[url=clientnpcbyidx:test, 265]	[url=clientnpcbyidx:test, 265]	180|265	265	303	305	299								Exp|48000			1	1													
305	MainTask1_305	[主]掌门之争	华山派不愧是名门大派，竟然将此事告知门下弟子，让他们以引为戒，此等作风，着实令人敬佩！	听[FFFE0D]华山派长老[-]讲述	听[FFFE0D]华山派长老[-]讲述	[url=goanddosomething:test, 491, 7800, 7490, gotofuben, 6, 2, 1]		180|266	266	304	306			6|2|1	1			1		Exp|180000			1	1													
306	MainTask1_306	[主]真相明了	看来华山派并不打算让外人参与此事，希望他们能够解决这件事吧！	多谢[FFFE0D]华山派长老[-]相告	多谢[FFFE0D]华山派长老[-]相告	[url=clientnpcbyidx:test, 265]	[url=clientnpcbyidx:test, 265]	180|265	265	305	307	302						1	1	Exp|24000;Item|223|2;ComposeValue|2|6			1	1													
307	MainTask1_307	[主]再上华山	有了这个线索，想必那位华山守门弟子总不会再为难我了。	离开华山前往[FFFE0D]响水洞[-]	离开华山前往[FFFE0D]响水洞[-]	[url=pos:test, 491, 8750, 4770]	[url=pos:test, 491, 8750, 4770]	180|266	266	306	308				1					Exp|36000			1	1					406								
308	MainTask1_308	[主]赶赴少林	按照华山师兄的提示，理应前往少林寺，先返回响水洞，然后绕道少林寺！	[FFFE0D]动身前往[-]少林寺	[FFFE0D]动身前往[-]少林寺	[url=taskitem:test, $T]	[url=taskitem:test, $T]	180|170	180|170	307	309				1	1	303			Exp|36000			1	1	[url=dialog:test, 303]												
309	MainTask1_309	[主]少林小僧	咦？怎地此处会有僧人？去问问这位僧人是否少林寺门下！	先将等级提升到[FFFE0D]53[-]级	询问[FFFE0D]少林弟子[-]前尘往事	[url=clientnpcbyidx:test, 167]	[url=clientnpcbyidx:test, 167]	167	167	308	310	304								Exp|36000			1	1						53							
310	MainTask1_310	[主]顽皮孩童	真是踏破铁鞋无觅处，得来全不费工夫，竟然在此处遇见了少林弟子！	询问[FFFE0D]孩童[-]是否抢了泥人	询问[FFFE0D]孩童[-]是否抢了泥人	[url=clientnpcbyidx:test, 169]	[url=clientnpcbyidx:test, 169]	168|169	169	309	311	305								Exp|36000			1	1													
311	MainTask1_311	[主]寻找果树	这小和尚未免也太实诚了吧，竟然被一个小孩子戏弄，只怕他是从小在少林寺长大的。	[FFFE0D]到附近看看[-]有没有果树	[FFFE0D]到附近看看[-]有没有果树	[url=taskitem:test, $T]	[url=taskitem:test, $T]	168|170		310	312				1	1	306			Exp|36000			1	1	[url=dialog:test, 306]												
312	MainTask1_312	[主]收集浆果	这附近虽然并不繁荣，总归也是有不少人居住的，所以才会有这些为非作歹之人，既然遇见了正好收拾一下！	采集一些[FFFE0D]果子[-]	采集一些[FFFE0D]果子[-]	[url=npc:testtt,1252,406]	[url=npc:testtt,1252,406]	168|170		311	313				1	1				Exp|36000			1	1	[url=dialog:test, 307]												
313	MainTask1_313	[主]恶人告状	果然是有这些恶徒，不过既然他们并非穷凶极恶之徒，教训教训他们也就是了。	教训嚣张的[FFFE0D]女舞者[-]	教训嚣张的[FFFE0D]女舞者[-]	[url=npcanddosomething:test, 1022, 406, autofight, 1]		168|170	170	312	314				1					Exp|96000	1022|3	1	1	1	[url=dialog:test, 308]												
314	MainTask1_314	[主]以物换物	这些果子拿去给孩童交换泥人吧，希望她能老老实实的将泥人还给我。	拿果子给[FFFE0D]孩童[-]交换泥人	拿果子给[FFFE0D]孩童[-]交换泥人	[url=clientnpcbyidx:test, 169]	[url=clientnpcbyidx:test, 169]	168|169	168|169	313	315	309								Exp|48000			1	1													
315	MainTask1_315	[主]事出有因	总算是拿回了泥人，但愿此行能直接从这个少林小和尚身上得知什么消息。	将泥人交给[FFFE0D]少林弟子[-]	将泥人交给[FFFE0D]少林弟子[-]	[url=clientnpcbyidx:test, 167]	[url=clientnpcbyidx:test, 167]	167|170	167|170	314	316	310								Exp|48000			1	1													
316	MainTask1_316	[主]无智大师	果真是功夫不负有心人！这小和尚的师叔竟然知道这件往事！快去见见他！	前去拜见[FFFE0D]无智大师[-]	前去拜见[FFFE0D]无智大师[-]	[url=clientnpcbyidx:test, 171]	[url=clientnpcbyidx:test, 171]	171|181	171|181	315	317	311								Exp|48000			1	1													
317	MainTask1_317	[主]五色阴谋	唉，看来我还是低估了五色教的能力，少林「无」字辈高僧均是武功高明，或是佛学渊源之人，连这等高僧都不能免俗，五色教的魅力究竟何在？	继续听[FFFE0D]无智大师[-]诉说往事	继续听[FFFE0D]无智大师[-]诉说往事	[url=goanddosomething:test, 406, 9570, 10840, gotofuben, 6, 3, 1]		172	172	316	318			6|3|1	1			1		Exp|240000			1	1													
318	MainTask1_318	[主]出言相谢	总算是了解了当年事情的来龙去脉，也知晓了五色教的可怕之处，若是他们真的只是潜伏，只怕武林中又会掀起一场腥风血雨！	向[FFFE0D]无智大师[-]道谢	向[FFFE0D]无智大师[-]道谢	[url=clientnpcbyidx:test, 171]	[url=clientnpcbyidx:test, 171]	171	171	317	319	313						1	1	Exp|24000;Item|1968|3			1	1													
319	MainTask1_319	[主]恶人告状	果然是有这些恶徒，不过既然他们并非穷凶极恶之徒，教训教训他们也就是了。	击败拿大刀的[FFFE0D]恶贼[-]	击败拿大刀的[FFFE0D]恶贼[-]	[url=npcanddosomething:test, 1023, 406, autofight, 1]		172	172	318	320				1					Exp|96000	1023|3	1	1	1													
320	MainTask1_320	[主]出言相谢	总算是了解了当年事情的来龙去脉，也知晓了五色教的可怕之处，若是他们真的只是潜伏，只怕武林中又会掀起一场腥风血雨！	向[FFFE0D]无智大师[-]道谢	向[FFFE0D]无智大师[-]道谢	[url=clientnpcbyidx:test, 171]	[url=clientnpcbyidx:test, 171]	171	171	319	321	315						1	1	Exp|48000;ComposeValue|2|7			1	1													
321	MainTask1_321	[主]知无不言	事情已经告一段落，是时候回去完成诺言，将已知的情报都告诉老板娘了！希望能够得出下一步该如何是好！	回去找[FFFE0D]酒楼老板[-]	回去找[FFFE0D]酒楼老板[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	172	172	320	322	316	99							Exp|36000			1	1													
322	MainTask1_322	[主]再问刘云	当年独孤大侠最为人称道的事迹便是抗金，也正因如此，张姑娘才……唉，先去见见刘云将军吧！	先将等级提升到[FFFE0D]56[-]级	请教[FFFE0D]刘云将军[-]昔日之事	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]			321	323	318	91							Exp|36000			1	1						56							Task_8
323	MainTask1_323	[主]严姓将军	原来严将军的伤势已经康复了！快去剑门关看看他吧！	前往剑门关寻找[FFFE0D]严将军[-]	前往剑门关寻找[FFFE0D]严将军[-]	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273|299|300|301|302	273	322	324	319								Exp|36000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_09"]												
324	MainTask1_324	[主]茅山道士	这些可恨的茅山道士，大敌当前竟然还不知死活，还散播谣言！教训教训他们！	教训胡说的[FFFE0D]道士[-]	教训胡说的[FFFE0D]道士[-]	[url=npcanddosomething:test, 1026, 408, autofight, 1]		274|299|300|301|302		323	325	320			1					Exp|84000	1026|3	1	1	1													
325	MainTask1_325	[主]茅山道长	哼，光是教训这些小的茅山道士恐怕没什么效果，得找出他们的头目，威逼利诱一番！	找到[FFFE0D]茅山道长[-]	找到[FFFE0D]茅山道长[-]	[url=clientnpcbyidx:test, 275]	[url=clientnpcbyidx:test, 275]	274|275|299|300|301|302	275	324	326	321						1	1	Exp|36000;Item|223|2			1	1													
326	MainTask1_326	[主]押送途中	想不到这个茅山道长这么贪生怕死，真是没用，先带他回营地让那些被骗的士兵清醒清醒！	押送[FFFE0D]茅山道长[-]前往营地	押送[FFFE0D]茅山道长[-]前往营地	[url=taskitem:test, $T]	[url=taskitem:test, $T]	274|276|299|300|301|302		325	327				1	1	322			Exp|36000			1	1	[url=dialog:test, 322]												
327	MainTask1_327	[主]回到营地	想不到这个茅山道长这么贪生怕死，真是没用，先带他回营地让那些被骗的士兵清醒清醒！	押送[FFFE0D]茅山道长[-]前往营地	押送[FFFE0D]茅山道长[-]前往营地	[url=taskitem:test, $T]	[url=taskitem:test, $T]	274|276|299|300|301|302	276|299|300|301|302	326	328				1	1	323			Exp|36000			1	1	[url=dialog:test, 323]												
328	MainTask1_328	[主]痛斥前非	唉，如今战火连天，士兵们虽然有心抗敌，但是不免还是会有一些担心和寄望，上当也在所难免，但愿这场战争早日结束吧！	让[FFFE0D]茅山道长[-]老实招供	让[FFFE0D]茅山道长[-]老实招供	[url=clientnpcbyidx:test, 277]	[url=clientnpcbyidx:test, 277]	274|277|291|292|293|294	274|277|291|292|293|294	327	329	324								Exp|48000			1	1													
329	MainTask1_329	[主]报告将军	总算是解决了此事，先去向严将军报告一番吧！	回去找[FFFE0D]严将军[-]报告此事	回去找[FFFE0D]严将军[-]报告此事	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273|278|295|296|297|298	273|278|295|296|297|298	328	330	325								Exp|36000			1	1													
330	MainTask1_330	[主]昔日战场	听闻昔日独孤大侠层伪装潜入金军大营，与王佐将军一同劝降陆文龙将军，传为一时佳话，我倒想见识一番！	前往昔日的[FFFE0D]古战场[-]	前往昔日的[FFFE0D]古战场[-]	[url=pos:test, 408, 2600, 2760]	[url=pos:test, 408, 2600, 2760]	279|282	279|282	329	331				1					Exp|36000			1	1					479								
331	MainTask1_331	[主]前去会合	此地便是昔日的古战场么？如今已是看不出太多痕迹了，问问严将军昔日劝降的过程吧！	到前方与[FFFE0D]严将军[-]会合	到前方与[FFFE0D]严将军[-]会合	[url=clientnpcbyidx:test, 281]	[url=clientnpcbyidx:test, 281]	281	281	330	332	327								Exp|36000			1	1													
332	MainTask1_332	[主]视察周围	严将军如今是战场的大将之一，无论如何都得保护他的安全，到周围视察一番。	查看[FFFE0D]周围环境[-]	查看[FFFE0D]周围环境[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	282	282	331	333				1	1	328			Exp|36000			1	1													
333	MainTask1_333	[主]报告情况	附近似乎没什么危险，我已经迫不及待想听那个精彩的故事了！	向[FFFE0D]严将军[-]报告情况	向[FFFE0D]严将军[-]报告情况	[url=clientnpcbyidx:test, 281]	[url=clientnpcbyidx:test, 281]	281	281	332	334	329								Exp|36000			1	1													
334	MainTask1_334	[主]一片丹心	昔日衡山派掌管着一柄宝剑，名曰丹心，然而无人知晓，此剑之中，竟然藏着一个这样的秘密……	听[FFFE0D]严将军[-]诉说当年之事	听[FFFE0D]严将军[-]诉说当年之事	[url=goanddosomething:test, 479, 2510, 1040, gotofuben, 6, 4, 1]		280	280	333	335			6|4|1	1			1		Exp|180000			1	1													
335	MainTask1_335	[主]道谢将军	英雄惜英雄，幸好陆文龙将军也是一个血性之人，若是他贪图荣华富贵，恐怕那一天他们都走不出这金军大营……	向[FFFE0D]严将军[-]道谢	向[FFFE0D]严将军[-]道谢	[url=clientnpcbyidx:test, 283]	[url=clientnpcbyidx:test, 283]	283	283	334	336	331						1	1	Exp|24000;Item|2167|1			1	1													
336	MainTask1_336	[主]四周查看	是时候离开此处了，再到周围看看有没有什么动静。	到[FFFE0D]四周看看[-]	到[FFFE0D]四周看看[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	284		335	337				1	1	332			Exp|36000			1	1	[url=dialog:test, 332]												
337	MainTask1_337	[主]保护周全	看来方才我们听故事听的太过入神了，竟然有敌人来到这么近的距离却不知道！	保护[FFFE0D]严将军[-]的安全	保护[FFFE0D]严将军[-]的安全	[url=taskitem:test, $T]	[url=taskitem:test, $T]	284|303|304|305|306|307	307	336	338				1	1	333			Exp|36000			1	1	[url=dialog:test, 333]												
338	MainTask1_338	[主]神秘男子	这个神秘人究竟是谁？竟然如此冠冕堂皇，难道他就不怕我们将他置于死地吗？	[FFFE0D]追上那个神秘人[-]	[FFFE0D]追上那个神秘人[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	284|303|304|305|306|308	308	337	339				1	1	334			Exp|36000			1	1	[url=dialog:test, 334]												
339	MainTask1_339	[主]击退死士	哼，区区死士，还不是我的对手，我得赶紧解决他们，免得让这个神秘人逃了！	击退前来的[FFFE0D]死士[-]	击退前来的[FFFE0D]死士[-]	[url=npcanddosomething:test, 1451, 479, autofight, 1]		284|303|304|305|306	284	338	340				1					Exp|72000	1451|3	1	1	1	[url=dialog:test, 335]												
340	MainTask1_340	[主]返回远处	唉，我还是低估了这些死士的武艺，罢了，只能先回去向严将军说明此事了。	先回[FFFE0D]严将军[-]那里吧	先回[FFFE0D]严将军[-]那里吧	[url=clientnpcbyidx:test, 283]	[url=clientnpcbyidx:test, 283]	283|303|304|305|306	283	339	341	336								Exp|36000			1	1													
341	MainTask1_341	[主]离开此地	此间事情已了，该离开这个地方了，独孤大侠如今不知身在何方，但愿他平安无事！	离开[FFFE0D]古战场[-]	离开[FFFE0D]古战场[-]	[url=pos:test, 408, 8750, 4770]	[url=pos:test, 408, 8750, 4770]	289|303|304|305|306	289|303|304|305|306	340	342				1					Exp|36000			1	1					408								
342	MainTask1_342	[主]战况如何	当日严将军遇伏，休养了好一阵子，我也因此暂时无暇理会战场，不知如今战况如何了？	先将等级提升到[FFFE0D]58[-]级	询问[FFFE0D]严将军[-]如今战场情况	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273	273	341	343	338						1	1	Exp|48000;Item|223|2			1	1						58							
343	MainTask1_343	[主]绿林豪杰	这些绿林豪杰生性桀骜，用道理恐怕是讲不通的，江湖人士还是用江湖的方式来得痛快！就让我跟他们用拳脚说说话！	武力说服[FFFE0D]绿林豪杰[-]	武力说服[FFFE0D]绿林豪杰[-]	[url=npcanddosomething:test, 1027, 408, autofight, 1]		274	274	342	344				1					Exp|72000	1027|3	1	1	1	[url=dialog:test, 339]												
344	MainTask1_344	[主]绿林领袖	真是一群血性十足的绿林人士，也罢，我就去见见他们的头领，看看他究竟有何等魅力！	问问[FFFE0D]绿林头领[-]还打不打	问问[FFFE0D]绿林头领[-]还打不打	[url=clientnpcbyidx:test, 285]	[url=clientnpcbyidx:test, 285]	285|274	285|274	343	345	340								Exp|36000			1	1													
345	MainTask1_345	[主]了解真相	想不到过程中竟然还有这等事情，我看他们都是有血性的人，应该不会撒谎，得向严将军问个清楚！	找[FFFE0D]严将军[-]了解有无此事	找[FFFE0D]严将军[-]了解有无此事	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273|286	273	344	346	341								Exp|36000			1	1													
346	MainTask1_346	[主]详细经过	这件事看来颇为蹊跷，得找那位士兵问个清楚！	找[FFFE0D]士兵[-]问问事情经过	找[FFFE0D]士兵[-]问问事情经过	[url=npc:testtt,$F,408]	[url=npc:testtt,$F,408]	274|286		345	347	342	1111							Exp|36000			1	1													
347	MainTask1_347	[主]寻访村民	莫非执行此事的士兵是奸细？故意挑起宋军与武林人士的冲突，好从中得利？不行，此事定要查个清楚！	问问[FFFE0D]附近村民[-]事情真相	问问[FFFE0D]附近村民[-]事情真相	[url=clientnpcbyidx:test, 287]	[url=clientnpcbyidx:test, 287]	274|286|287	287	346	348	343								Exp|36000			1	1													
348	MainTask1_348	[主]道明真相	这件事可大可小，日后宋军若是想和武林人士合作，坊间传言的风向极为重要，断不能落下这等口实！	带着村民找[FFFE0D]士兵[-]说明真相	带着村民找[FFFE0D]士兵[-]说明真相	[url=npc:testtt,$F,408]	[url=npc:testtt,$F,408]	274|286|288	286|288	347	349	344	1111							Exp|36000			1	1													
349	MainTask1_349	[主]赔礼道歉	事情的真相总算是水落石出了，得赶紧去向那位绿林领袖道歉！化解了这场恩怨！	带着士兵向[FFFE0D]绿林头领[-]道歉	带着士兵向[FFFE0D]绿林头领[-]道歉	[url=clientnpcbyidx:test, 285]	[url=clientnpcbyidx:test, 285]	274|285|290	274|285|290	348	350	345								Exp|36000			1	1													
350	MainTask1_350	[主]告知结果	所幸这位绿林豪杰也是豪爽之人，这件事未曾扩大真是再好不过了！	将事情结果告知[FFFE0D]严将军[-]	将事情结果告知[FFFE0D]严将军[-]	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273	273	349	351	346								Exp|36000			1	1													
351	MainTask1_351	[主]惊世对决	想不到严将军竟然知晓独孤大侠对阵南宫灭的那一站，据闻那是独孤大侠初次使用「天魔解体大法」！得听个仔细了！	追忆当年[FFFE0D]独孤剑对南宫灭[-]	追忆当年[FFFE0D]独孤剑对南宫灭[-]	[url=goanddosomething:test, 408, 7550, 8330, gotofuben, 6, 5, 1]		274	274	350	352			6|5|1	1			1		Exp|240000			1	1													
352	MainTask1_352	[主]再度道谢	看来独孤大侠早有预料如今的事态发展，严将军既然已经见过独孤大侠，也许循着线索找下去，我最终也能见到他！	感谢[FFFE0D]严将军[-]告知你这一切	感谢[FFFE0D]严将军[-]告知你这一切	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273	273	351	353	348						1	1	Exp|24000;Item|764|5;ComposeValue|2|8			1	1													
353	MainTask1_353	[主]再寻线索	如今暂时没有什么线索，还是先行历练一番，再回去问问老板娘有无收获吧！	先将等级提升到[FFFE0D]60[-]级	回临安找[FFFE0D]公孙惜花[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	274	274	352	354	353	99					1	1	Exp|20000			1	1						60							
354	MainTask1_354	[主]雪莲姥姥	昔日独孤大侠施展「天魔解体大法」后身受重创，所幸张姑娘为他取来雪莲，这段武林佳话一直广为流传，不知道如今雪莲姥姥是否还健在？	前去寻找[FFFE0D]雪莲姥姥[-]的传人	前去寻找[FFFE0D]雪莲姥姥[-]的传人	[url=taskitem:test, $T]	[url=taskitem:test, $T]			353	355				1	1	354			Exp|56000			1	1	[url=dialog:test, 354]												Task_9
355	MainTask1_355	[主]白衣姑娘	盲目寻找也非良策，问问这位白衣姑娘是否知道雪莲姥姥的故事，也许有意外收获。	询问[FFFE0D]白衣姑娘[-]	询问[FFFE0D]白衣姑娘[-]	[url=clientnpcbyidx:test, 313]	[url=clientnpcbyidx:test, 313]	313	313	354	356	355								Exp|42000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_10"]												
356	MainTask1_356	[主]山间采药	咳咳，看来只能先帮她一把了……罢了，路见不平，那么帮个忙倒也无妨。	帮白衣姑娘[FFFE0D]采药[-]	帮白衣姑娘[FFFE0D]采药[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	314		355	357				1	1	356			Exp|42000			1	1	[url=dialog:test, 356]												
357	MainTask1_357	[主]作恶多端	事情果然没有这般简单……这些药草想必是较为珍稀之物，才会引发这些人的眼红，只是他们本非善类，也就不必多言了。	击败[FFFE0D]神秘刺客[-]	击败[FFFE0D]神秘刺客[-]	[url=npcanddosomething:test, 1036, 411, autofight, 1]		314	314	356	358				1					Exp|42000	1036|3		1	1													
358	MainTask1_358	[主]再问姑娘	但愿这位姑娘所提供的线索是正确的，找到雪莲姥姥，也许能够知晓一些往日的秘辛。	将药草带给[FFFE0D]白衣姑娘[-]	将药草带给[FFFE0D]白衣姑娘[-]	[url=clientnpcbyidx:test, 315]	[url=clientnpcbyidx:test, 315]	315	315	357	359	358								Exp|140000			1	1													
359	MainTask1_359	[主]琳心旧事	原来这位姑娘姓顾，想不到她竟是雪莲姥姥的传人，昔日雪莲姥姥终日独居，也不知是什么时候收下的传人。	听[FFFE0D]顾清雪[-]讲述往事	听[FFFE0D]顾清雪[-]讲述往事	[url=goanddosomething:test, 411, 9110, 9000, gotofuben, 7, 1, 1]		316	316	358	360			7|1|1	1					Exp|56000			1	1													
